date,district,cases
2024-11-14,Killa Abdullah,21
2024-11-15,Killa Abdullah,25
2024-11-16,Killa Abdullah,22
2024-11-17,Killa Abdullah,16
2024-11-18,Killa Abdullah,24
2024-11-19,Killa Abdullah,20
2024-11-20,Killa Abdullah,21
2024-11-21,Killa Abdullah,20
2024-11-22,Killa Abdullah,15
2024-11-23,Killa Abdullah,15
2024-11-24,Killa Abdullah,16
2024-11-25,Killa Abdullah,13
2024-11-26,Killa Abdullah,16
2024-11-27,Killa Abdullah,16
2024-11-28,Killa Abdullah,16
2024-11-29,Killa Abdullah,13
2024-11-30,Killa Abdullah,14
2024-12-01,Killa Abdullah,10
2024-12-02,Killa Abdullah,8
2024-12-03,Killa Abdullah,11
2024-12-04,Killa Abdullah,8
2024-12-05,Killa Abdullah,11
2024-12-06,Killa Abdullah,10
2024-12-07,Killa Abdullah,11
2024-12-08,Killa Abdullah,7
2024-12-09,Killa Abdullah,12
2024-12-10,Killa Abdullah,11
2024-12-11,Killa Abdullah,12
2024-12-12,Killa Abdullah,7
2024-12-13,Killa Abdullah,12
2024-12-14,Killa Abdullah,7
2024-12-15,Killa Abdullah,7
2024-12-16,Killa Abdullah,5
2024-12-17,Killa Abdullah,10
2024-12-18,Killa Abdullah,12
2024-12-19,Killa Abdullah,5
2024-12-20,Killa Abdullah,10
2024-12-21,Killa Abdullah,5
2024-12-22,Killa Abdullah,4
2024-12-23,Killa Abdullah,7
2024-12-24,Killa Abdullah,9
2024-12-25,Killa Abdullah,8
2024-12-26,Killa Abdullah,9
2024-12-27,Killa Abdullah,8
2024-12-28,Killa Abdullah,9
2024-12-29,Killa Abdullah,7
2024-12-30,Killa Abdullah,8
2024-12-31,Killa Abdullah,10
2025-01-01,Killa Abdullah,8
2025-01-02,Killa Abdullah,12
2025-01-03,Killa Abdullah,9
2025-01-04,Killa Abdullah,8
2025-01-05,Killa Abdullah,7
2025-01-06,Killa Abdullah,7
2025-01-07,Killa Abdullah,12
2025-01-08,Killa Abdullah,12
2025-01-09,Killa Abdullah,10
2025-01-10,Killa Abdullah,5
2025-01-11,Killa Abdullah,3
2025-01-12,Killa Abdullah,7
2025-01-13,Killa Abdullah,5
2025-01-14,Killa Abdullah,9
2025-01-15,Killa Abdullah,8
2025-01-16,Killa Abdullah,4
2025-01-17,Killa Abdullah,9
2025-01-18,Killa Abdullah,6
2025-01-19,Killa Abdullah,6
2025-01-20,Killa Abdullah,8
2025-01-21,Killa Abdullah,12
2025-01-22,Killa Abdullah,5
2025-01-23,Killa Abdullah,8
2025-01-24,Killa Abdullah,9
2025-01-25,Killa Abdullah,7
2025-01-26,Killa Abdullah,8
2025-01-27,Killa Abdullah,9
2025-01-28,Killa Abdullah,11
2025-01-29,Killa Abdullah,8
2025-01-30,Killa Abdullah,5
2025-01-31,Killa Abdullah,6
2025-02-01,Killa Abdullah,10
2025-02-02,Killa Abdullah,4
2025-02-03,Killa Abdullah,6
2025-02-04,Killa Abdullah,11
2025-02-05,Killa Abdullah,7
2025-02-06,Killa Abdullah,3
2025-02-07,Killa Abdullah,8
2025-02-08,Killa Abdullah,11
2025-02-09,Killa Abdullah,3
2025-02-10,Killa Abdullah,10
2025-02-11,Killa Abdullah,5
2025-02-12,Killa Abdullah,7
2025-02-13,Killa Abdullah,8
2025-02-14,Killa Abdullah,4
2025-02-15,Killa Abdullah,10
2025-02-16,Killa Abdullah,9
2025-02-17,Killa Abdullah,11
2025-02-18,Killa Abdullah,8
2025-02-19,Killa Abdullah,8
2025-02-20,Killa Abdullah,5
2025-02-21,Killa Abdullah,11
2025-02-22,Killa Abdullah,4
2025-02-23,Killa Abdullah,9
2025-02-24,Killa Abdullah,3
2025-02-25,Killa Abdullah,8
2025-02-26,Killa Abdullah,7
2025-02-27,Killa Abdullah,6
2025-02-28,Killa Abdullah,7
2025-03-01,Killa Abdullah,9
2025-03-02,Killa Abdullah,9
2025-03-03,Killa Abdullah,8
2025-03-04,Killa Abdullah,7
2025-03-05,Killa Abdullah,5
2025-03-06,Killa Abdullah,3
2025-03-07,Killa Abdullah,9
2025-03-08,Killa Abdullah,6
2025-03-09,Killa Abdullah,5
2025-03-10,Killa Abdullah,5
2025-03-11,Killa Abdullah,7
2025-03-12,Killa Abdullah,18
2025-03-13,Killa Abdullah,7
2025-03-14,Killa Abdullah,5
2025-03-15,Killa Abdullah,11
2025-03-16,Killa Abdullah,8
2025-03-17,Killa Abdullah,6
2025-03-18,Killa Abdullah,7
2025-03-19,Killa Abdullah,8
2025-03-20,Killa Abdullah,2
2025-03-21,Killa Abdullah,7
2025-03-22,Killa Abdullah,5
2025-03-23,Killa Abdullah,3
2025-03-24,Killa Abdullah,9
2025-03-25,Killa Abdullah,6
2025-03-26,Killa Abdullah,8
2025-03-27,Killa Abdullah,4
2025-03-28,Killa Abdullah,6
2025-03-29,Killa Abdullah,13
2025-03-30,Killa Abdullah,8
2025-03-31,Killa Abdullah,10
2025-04-01,Killa Abdullah,16
2025-04-02,Killa Abdullah,5
2025-04-03,Killa Abdullah,12
2025-04-04,Killa Abdullah,14
2025-04-05,Killa Abdullah,8
2025-04-06,Killa Abdullah,17
2025-04-07,Killa Abdullah,16
2025-04-08,Killa Abdullah,11
2025-04-09,Killa Abdullah,11
2025-04-10,Killa Abdullah,14
2025-04-11,Killa Abdullah,16
2025-04-12,Killa Abdullah,6
2025-04-13,Killa Abdullah,9
2025-04-14,Killa Abdullah,9
2025-04-15,Killa Abdullah,17
2025-04-16,Killa Abdullah,12
2025-04-17,Killa Abdullah,13
2025-04-18,Killa Abdullah,10
2025-04-19,Killa Abdullah,12
2025-04-20,Killa Abdullah,15
2025-04-21,Killa Abdullah,10
2025-04-22,Killa Abdullah,7
2025-04-23,Killa Abdullah,9
2025-04-24,Killa Abdullah,20
2025-04-25,Killa Abdullah,13
2025-04-26,Killa Abdullah,11
2025-04-27,Killa Abdullah,11
2025-04-28,Killa Abdullah,13
2025-04-29,Killa Abdullah,12
2025-04-30,Killa Abdullah,9
2025-05-01,Killa Abdullah,19
2025-05-02,Killa Abdullah,15
2025-05-03,Killa Abdullah,20
2025-05-04,Killa Abdullah,14
2025-05-05,Killa Abdullah,21
2025-05-06,Killa Abdullah,12
2025-05-07,Killa Abdullah,12
2025-05-08,Killa Abdullah,22
2025-05-09,Killa Abdullah,13
2025-05-10,Killa Abdullah,11
2025-05-11,Killa Abdullah,14
2025-05-12,Killa Abdullah,18
2025-05-13,Killa Abdullah,7
2025-05-14,Killa Abdullah,14
2025-05-15,Killa Abdullah,19
2025-05-16,Killa Abdullah,20
2025-05-17,Killa Abdullah,14
2025-05-18,Killa Abdullah,20
2025-05-19,Killa Abdullah,18
2025-05-20,Killa Abdullah,17
2025-05-21,Killa Abdullah,19
2025-05-22,Killa Abdullah,19
2025-05-23,Killa Abdullah,10
2025-05-24,Killa Abdullah,20
2025-05-25,Killa Abdullah,21
2025-05-26,Killa Abdullah,18
2025-05-27,Killa Abdullah,17
2025-05-28,Killa Abdullah,16
2025-05-29,Killa Abdullah,6
2025-05-30,Killa Abdullah,21
2025-05-31,Killa Abdullah,13
2025-06-01,Killa Abdullah,14
2025-06-02,Killa Abdullah,12
2025-06-03,Killa Abdullah,9
2025-06-04,Killa Abdullah,11
2025-06-05,Killa Abdullah,18
2025-06-06,Killa Abdullah,19
2025-06-07,Killa Abdullah,15
2025-06-08,Killa Abdullah,15
2025-06-09,Killa Abdullah,9
2025-06-10,Killa Abdullah,20
2025-06-11,Killa Abdullah,14
2025-06-12,Killa Abdullah,13
2025-06-13,Killa Abdullah,18
2025-06-14,Killa Abdullah,12
2025-06-15,Killa Abdullah,10
2025-06-16,Killa Abdullah,13
2025-06-17,Killa Abdullah,11
2025-06-18,Killa Abdullah,9
2025-06-19,Killa Abdullah,13
2025-06-20,Killa Abdullah,17
2025-06-21,Killa Abdullah,16
2025-06-22,Killa Abdullah,12
2025-06-23,Killa Abdullah,9
2025-06-24,Killa Abdullah,13
2025-06-25,Killa Abdullah,9
2025-06-26,Killa Abdullah,9
2025-06-27,Killa Abdullah,11
2025-06-28,Killa Abdullah,17
2025-06-29,Killa Abdullah,9
2025-06-30,Killa Abdullah,13
2025-07-01,Killa Abdullah,22
2025-07-02,Killa Abdullah,14
2025-07-03,Killa Abdullah,20
2025-07-04,Killa Abdullah,20
2025-07-05,Killa Abdullah,19
2025-07-06,Killa Abdullah,21
2025-07-07,Killa Abdullah,21
2025-07-08,Killa Abdullah,11
2025-07-09,Killa Abdullah,17
2025-07-10,Killa Abdullah,16
2025-07-11,Killa Abdullah,17
2025-07-12,Killa Abdullah,16
2025-07-13,Killa Abdullah,17
2025-07-14,Killa Abdullah,16
2025-07-15,Killa Abdullah,22
2025-07-16,Killa Abdullah,14
2025-07-17,Killa Abdullah,17
2025-07-18,Killa Abdullah,31
2025-07-19,Killa Abdullah,14
2025-07-20,Killa Abdullah,17
2025-07-21,Killa Abdullah,22
2025-07-22,Killa Abdullah,17
2025-07-23,Killa Abdullah,22
2025-07-24,Killa Abdullah,23
2025-07-25,Killa Abdullah,13
2025-07-26,Killa Abdullah,26
2025-07-27,Killa Abdullah,13
2025-07-28,Killa Abdullah,14
2025-07-29,Killa Abdullah,16
2025-07-30,Killa Abdullah,20
2025-07-31,Killa Abdullah,21
2020-03-01,Mardan,22
2020-03-02,Mardan,13
2020-03-03,Mardan,10
2020-03-04,Mardan,15
2020-03-05,Mardan,24
2020-03-06,Mardan,16
2020-03-07,Mardan,18
2020-03-08,Mardan,10
2020-03-09,Mardan,17
2020-03-10,Mardan,18
2020-03-11,Mardan,11
2020-03-12,Mardan,7
2020-03-13,Mardan,23
2020-03-14,Mardan,18
2020-03-15,Mardan,16
2020-03-16,Mardan,19
2020-03-17,Mardan,18
2020-03-18,Mardan,7
2020-03-19,Mardan,6
2020-03-20,Mardan,7
2020-03-21,Mardan,11
2020-03-22,Mardan,12
2020-03-23,Mardan,11
2020-03-24,Mardan,14
2020-03-25,Mardan,13
2020-03-26,Mardan,16
2020-03-27,Mardan,17
2020-03-28,Mardan,18
2020-03-29,Mardan,14
2020-03-30,Mardan,14
2020-03-31,Mardan,19
2020-04-01,Mardan,25
2020-04-02,Mardan,24
2020-04-03,Mardan,26
2020-04-04,Mardan,35
2020-04-05,Mardan,26
2020-04-06,Mardan,28
2020-04-07,Mardan,34
2020-04-08,Mardan,29
2020-04-09,Mardan,30
2020-04-10,Mardan,33
2020-04-11,Mardan,44
2020-04-12,Mardan,36
2020-04-13,Mardan,18
2020-04-14,Mardan,28
2020-04-15,Mardan,26
2020-04-16,Mardan,22
2020-04-17,Mardan,22
2020-04-18,Mardan,18
2020-04-19,Mardan,27
2020-04-20,Mardan,24
2020-04-21,Mardan,25
2020-04-22,Mardan,31
2020-04-23,Mardan,25
2020-04-24,Mardan,40
2020-04-25,Mardan,40
2020-04-26,Mardan,31
2020-04-27,Mardan,42
2020-04-28,Mardan,37
2020-04-29,Mardan,29
2020-04-30,Mardan,26
2020-05-01,Mardan,39
2020-05-02,Mardan,23
2020-05-03,Mardan,21
2020-05-04,Mardan,24
2020-05-05,Mardan,23
2020-05-06,Mardan,38
2020-05-07,Mardan,25
2020-05-08,Mardan,38
2020-05-09,Mardan,34
2020-05-10,Mardan,37
2020-05-11,Mardan,41
2020-05-12,Mardan,25
2020-05-13,Mardan,33
2020-05-14,Mardan,26
2020-05-15,Mardan,29
2020-05-16,Mardan,28
2020-05-17,Mardan,35
2020-05-18,Mardan,41
2020-05-19,Mardan,33
2020-05-20,Mardan,47
2020-05-21,Mardan,30
2020-05-22,Mardan,38
2020-05-23,Mardan,38
2020-05-24,Mardan,30
2020-05-25,Mardan,43
2020-05-26,Mardan,49
2020-05-27,Mardan,38
2020-05-28,Mardan,37
2020-05-29,Mardan,35
2020-05-30,Mardan,40
2020-05-31,Mardan,44
2020-06-01,Mardan,32
2020-06-02,Mardan,36
2020-06-03,Mardan,35
2020-06-04,Mardan,30
2020-06-05,Mardan,29
2020-06-06,Mardan,28
2020-06-07,Mardan,19
2020-06-08,Mardan,25
2020-06-09,Mardan,31
2020-06-10,Mardan,27
2020-06-11,Mardan,23
2020-06-12,Mardan,33
2020-06-13,Mardan,27
2020-06-14,Mardan,27
2020-06-15,Mardan,23
2020-06-16,Mardan,30
2020-06-17,Mardan,27
2020-06-18,Mardan,37
2020-06-19,Mardan,23
2020-06-20,Mardan,34
2020-06-21,Mardan,34
2020-06-22,Mardan,26
2020-06-23,Mardan,43
2020-06-24,Mardan,39
2020-06-25,Mardan,33
2020-06-26,Mardan,29
2020-06-27,Mardan,28
2020-06-28,Mardan,30
2020-06-29,Mardan,29
2020-06-30,Mardan,29
2020-07-01,Mardan,46
2020-07-02,Mardan,42
2020-07-03,Mardan,38
2020-07-04,Mardan,40
2020-07-05,Mardan,36
2020-07-06,Mardan,43
2020-07-07,Mardan,34
2020-07-08,Mardan,36
2020-07-09,Mardan,35
2020-07-10,Mardan,37
2020-07-11,Mardan,33
2020-07-12,Mardan,35
2020-07-13,Mardan,46
2020-07-14,Mardan,41
2020-07-15,Mardan,33
2020-07-16,Mardan,37
2020-07-17,Mardan,38
2020-07-18,Mardan,43
2020-07-19,Mardan,38
2020-07-20,Mardan,35
2020-07-21,Mardan,46
2020-07-22,Mardan,31
2020-07-23,Mardan,41
2020-07-24,Mardan,40
2020-07-25,Mardan,33
2020-07-26,Mardan,44
2020-07-27,Mardan,38
2020-07-28,Mardan,31
2020-07-29,Mardan,33
2020-07-30,Mardan,33
2020-07-31,Mardan,38
2020-08-01,Mardan,53
2020-08-02,Mardan,73
2020-08-03,Mardan,62
2020-08-04,Mardan,69
2020-08-05,Mardan,80
2020-08-06,Mardan,68
2020-08-07,Mardan,50
2020-08-08,Mardan,60
2020-08-09,Mardan,54
2020-08-10,Mardan,48
2020-08-11,Mardan,51
2020-08-12,Mardan,56
2020-08-13,Mardan,53
2020-08-14,Mardan,62
2020-08-15,Mardan,57
2020-08-16,Mardan,69
2020-08-17,Mardan,62
2020-08-18,Mardan,49
2020-08-19,Mardan,44
2020-08-20,Mardan,67
2020-08-21,Mardan,54
2020-08-22,Mardan,70
2020-08-23,Mardan,54
2020-08-24,Mardan,47
2020-08-25,Mardan,59
2020-08-26,Mardan,53
2020-08-27,Mardan,56
2020-08-28,Mardan,76
2020-08-29,Mardan,49
2020-08-30,Mardan,59
2020-08-31,Mardan,51
2020-09-01,Mardan,72
2020-09-02,Mardan,66
2020-09-03,Mardan,45
2020-09-04,Mardan,67
2020-09-05,Mardan,36
2020-09-06,Mardan,62
2020-09-07,Mardan,59
2020-09-08,Mardan,54
2020-09-09,Mardan,47
2020-09-10,Mardan,58
2020-09-11,Mardan,65
2020-09-12,Mardan,54
2020-09-13,Mardan,47
2020-09-14,Mardan,55
2020-09-15,Mardan,57
2020-09-16,Mardan,66
2020-09-17,Mardan,73
2020-09-18,Mardan,66
2020-09-19,Mardan,46
2020-09-20,Mardan,67
2020-09-21,Mardan,51
2020-09-22,Mardan,43
2020-09-23,Mardan,65
2020-09-24,Mardan,73
2020-09-25,Mardan,61
2020-09-26,Mardan,57
2020-09-27,Mardan,70
2020-09-28,Mardan,57
2020-09-29,Mardan,58
2020-09-30,Mardan,63
2020-10-01,Mardan,43
2020-10-02,Mardan,42
2020-10-03,Mardan,55
2020-10-04,Mardan,47
2020-10-05,Mardan,60
2020-10-06,Mardan,52
2020-10-07,Mardan,60
2020-10-08,Mardan,66
2020-10-09,Mardan,51
2020-10-10,Mardan,38
2020-10-11,Mardan,51
2020-10-12,Mardan,53
2020-10-13,Mardan,78
2020-10-14,Mardan,52
2020-10-15,Mardan,53
2020-10-16,Mardan,65
2020-10-17,Mardan,51
2020-10-18,Mardan,55
2020-10-19,Mardan,57
2020-10-20,Mardan,76
2020-10-21,Mardan,52
2020-10-22,Mardan,57
2020-10-23,Mardan,54
2020-10-24,Mardan,56
2020-10-25,Mardan,69
2020-10-26,Mardan,56
2020-10-27,Mardan,74
2020-10-28,Mardan,54
2020-10-29,Mardan,56
2020-10-30,Mardan,60
2020-10-31,Mardan,67
2020-11-01,Mardan,33
2020-11-02,Mardan,45
2020-11-03,Mardan,28
2020-11-04,Mardan,33
2020-11-05,Mardan,47
2020-11-06,Mardan,36
2020-11-07,Mardan,42
2020-11-08,Mardan,45
2020-11-09,Mardan,33
2020-11-10,Mardan,43
2020-11-11,Mardan,35
2020-11-12,Mardan,39
2020-11-13,Mardan,41
2020-11-14,Mardan,38
2020-11-15,Mardan,36
2020-11-16,Mardan,38
2020-11-17,Mardan,33
2020-11-18,Mardan,43
2020-11-19,Mardan,38
2020-11-20,Mardan,44
2020-11-21,Mardan,46
2020-11-22,Mardan,33
2020-11-23,Mardan,31
2020-11-24,Mardan,21
2020-11-25,Mardan,32
2020-11-26,Mardan,41
2020-11-27,Mardan,34
2020-11-28,Mardan,41
2020-11-29,Mardan,17
2020-11-30,Mardan,35
2020-12-01,Mardan,19
2020-12-02,Mardan,21
2020-12-03,Mardan,26
2020-12-04,Mardan,21
2020-12-05,Mardan,21
2020-12-06,Mardan,14
2020-12-07,Mardan,20
2020-12-08,Mardan,17
2020-12-09,Mardan,13
2020-12-10,Mardan,13
2020-12-11,Mardan,26
2020-12-12,Mardan,15
2020-12-13,Mardan,19
2020-12-14,Mardan,20
2020-12-15,Mardan,18
2020-12-16,Mardan,15
2020-12-17,Mardan,17
2020-12-18,Mardan,19
2020-12-19,Mardan,17
2020-12-20,Mardan,20
2020-12-21,Mardan,18
2020-12-22,Mardan,18
2020-12-23,Mardan,18
2020-12-24,Mardan,14
2020-12-25,Mardan,20
2020-12-26,Mardan,10
2020-12-27,Mardan,20
2020-12-28,Mardan,15
2020-12-29,Mardan,16
2020-12-30,Mardan,16
2020-12-31,Mardan,20
2021-01-01,Mardan,18
2021-01-02,Mardan,23
2021-01-03,Mardan,11
2021-01-04,Mardan,14
2021-01-05,Mardan,29
2021-01-06,Mardan,18
2021-01-07,Mardan,19
2021-01-08,Mardan,20
2021-01-09,Mardan,16
2021-01-10,Mardan,20
2021-01-11,Mardan,19
2021-01-12,Mardan,14
2021-01-13,Mardan,21
2021-01-14,Mardan,19
2021-01-15,Mardan,17
2021-01-16,Mardan,22
2021-01-17,Mardan,16
2021-01-18,Mardan,20
2021-01-19,Mardan,27
2021-01-20,Mardan,25
2021-01-21,Mardan,14
2021-01-22,Mardan,18
2021-01-23,Mardan,16
2021-01-24,Mardan,16
2021-01-25,Mardan,19
2021-01-26,Mardan,22
2021-01-27,Mardan,11
2021-01-28,Mardan,16
2021-01-29,Mardan,12
2021-01-30,Mardan,16
2021-01-31,Mardan,19
2021-02-01,Mardan,24
2021-02-02,Mardan,10
2021-02-03,Mardan,13
2021-02-04,Mardan,15
2021-02-05,Mardan,23
2021-02-06,Mardan,18
2021-02-07,Mardan,23
2021-02-08,Mardan,5
2021-02-09,Mardan,15
2021-02-10,Mardan,21
2021-02-11,Mardan,16
2021-02-12,Mardan,19
2021-02-13,Mardan,12
2021-02-14,Mardan,15
2021-02-15,Mardan,20
2021-02-16,Mardan,14
2021-02-17,Mardan,11
2021-02-18,Mardan,15
2021-02-19,Mardan,13
2021-02-20,Mardan,17
2021-02-21,Mardan,19
2021-02-22,Mardan,13
2021-02-23,Mardan,12
2021-02-24,Mardan,14
2021-02-25,Mardan,12
2021-02-26,Mardan,13
2021-02-27,Mardan,17
2021-02-28,Mardan,15
2021-03-01,Mardan,25
2021-03-02,Mardan,15
2021-03-03,Mardan,18
2021-03-04,Mardan,11
2021-03-05,Mardan,15
2021-03-06,Mardan,11
2021-03-07,Mardan,13
2021-03-08,Mardan,11
2021-03-09,Mardan,10
2021-03-10,Mardan,18
2021-03-11,Mardan,17
2021-03-12,Mardan,9
2021-03-13,Mardan,13
2021-03-14,Mardan,12
2021-03-15,Mardan,17
2021-03-16,Mardan,12
2021-03-17,Mardan,21
2021-03-18,Mardan,18
2021-03-19,Mardan,13
2021-03-20,Mardan,11
2021-03-21,Mardan,14
2021-03-22,Mardan,13
2021-03-23,Mardan,16
2021-03-24,Mardan,17
2021-03-25,Mardan,12
2021-03-26,Mardan,17
2021-03-27,Mardan,25
2021-03-28,Mardan,22
2021-03-29,Mardan,23
2021-03-31,Mardan,9
2021-04-01,Mardan,27
2021-04-02,Mardan,30
2021-04-03,Mardan,17
2021-04-04,Mardan,16
2021-04-05,Mardan,15
2021-04-06,Mardan,19
2021-04-07,Mardan,28
2021-04-08,Mardan,34
2021-04-09,Mardan,27
2021-04-10,Mardan,27
2021-04-11,Mardan,39
2021-04-12,Mardan,33
2021-04-13,Mardan,38
2021-04-14,Mardan,29
2021-04-15,Mardan,27
2021-04-16,Mardan,31
2021-04-17,Mardan,35
2021-04-18,Mardan,26
2021-04-19,Mardan,29
2021-04-20,Mardan,43
2021-04-21,Mardan,36
2021-04-22,Mardan,27
2021-04-23,Mardan,27
2021-04-24,Mardan,39
2021-04-25,Mardan,32
2021-04-26,Mardan,31
2021-04-27,Mardan,36
2021-04-28,Mardan,26
2021-04-29,Mardan,20
2021-04-30,Mardan,23
2021-05-01,Mardan,36
2021-05-02,Mardan,25
2021-05-03,Mardan,32
2021-05-04,Mardan,29
2021-05-05,Mardan,39
2021-05-06,Mardan,27
2021-05-07,Mardan,29
2021-05-08,Mardan,36
2021-05-09,Mardan,34
2021-05-10,Mardan,36
2021-05-11,Mardan,26
2021-05-12,Mardan,29
2021-05-13,Mardan,40
2021-05-14,Mardan,29
2021-05-15,Mardan,38
2021-05-16,Mardan,28
2021-05-17,Mardan,38
2021-05-18,Mardan,43
2021-05-19,Mardan,21
2021-05-20,Mardan,34
2021-05-21,Mardan,36
2021-05-22,Mardan,29
2021-05-23,Mardan,37
2021-05-24,Mardan,42
2021-05-25,Mardan,48
2021-05-26,Mardan,37
2021-05-27,Mardan,31
2021-05-28,Mardan,27
2021-05-29,Mardan,31
2021-05-30,Mardan,24
2021-05-31,Mardan,38
2021-06-01,Mardan,26
2021-06-02,Mardan,23
2021-06-03,Mardan,18
2021-06-04,Mardan,34
2021-06-05,Mardan,29
2021-06-06,Mardan,28
2021-06-07,Mardan,32
2021-06-08,Mardan,26
2021-06-09,Mardan,27
2021-06-10,Mardan,36
2021-06-11,Mardan,29
2021-06-12,Mardan,23
2021-06-13,Mardan,22
2021-06-14,Mardan,28
2021-06-15,Mardan,26
2021-06-16,Mardan,21
2021-06-17,Mardan,26
2021-06-18,Mardan,32
2021-06-19,Mardan,33
2021-06-20,Mardan,34
2021-06-21,Mardan,24
2021-06-22,Mardan,24
2021-06-23,Mardan,34
2021-06-24,Mardan,36
2021-06-25,Mardan,18
2021-06-26,Mardan,31
2021-06-27,Mardan,29
2021-06-28,Mardan,23
2021-06-29,Mardan,33
2021-06-30,Mardan,30
2021-07-01,Mardan,39
2021-07-02,Mardan,41
2021-07-03,Mardan,46
2021-07-04,Mardan,47
2021-07-05,Mardan,32
2021-07-06,Mardan,38
2021-07-07,Mardan,29
2021-07-08,Mardan,49
2021-07-09,Mardan,50
2021-07-10,Mardan,31
2021-07-11,Mardan,38
2021-07-12,Mardan,51
2021-07-13,Mardan,40
2021-07-14,Mardan,29
2021-07-15,Mardan,41
2021-07-16,Mardan,30
2021-07-17,Mardan,41
2021-07-18,Mardan,46
2021-07-19,Mardan,32
2021-07-20,Mardan,41
2021-07-21,Mardan,32
2021-07-22,Mardan,52
2021-07-23,Mardan,48
2021-07-24,Mardan,34
2021-07-25,Mardan,35
2021-07-26,Mardan,48
2021-07-27,Mardan,32
2021-07-28,Mardan,40
2021-07-29,Mardan,33
2021-07-30,Mardan,38
2021-07-31,Mardan,39
2021-08-01,Mardan,77
2021-08-02,Mardan,65
2021-08-03,Mardan,58
2021-08-04,Mardan,75
2021-08-05,Mardan,66
2021-08-06,Mardan,50
2021-08-07,Mardan,57
2021-08-08,Mardan,53
2021-08-09,Mardan,64
2021-08-10,Mardan,67
2021-08-11,Mardan,74
2021-08-12,Mardan,66
2021-08-13,Mardan,56
2021-08-14,Mardan,53
2021-08-15,Mardan,52
2021-08-16,Mardan,79
2021-08-17,Mardan,56
2021-08-18,Mardan,65
2021-08-19,Mardan,47
2021-08-20,Mardan,63
2021-08-21,Mardan,54
2021-08-22,Mardan,53
2021-08-23,Mardan,62
2021-08-24,Mardan,60
2021-08-25,Mardan,58
2021-08-26,Mardan,52
2021-08-27,Mardan,67
2021-08-28,Mardan,57
2021-08-29,Mardan,50
2021-08-30,Mardan,76
2021-08-31,Mardan,54
2021-09-01,Mardan,55
2021-09-02,Mardan,74
2021-09-03,Mardan,44
2021-09-04,Mardan,60
2021-09-05,Mardan,62
2021-09-06,Mardan,63
2021-09-07,Mardan,64
2021-09-08,Mardan,52
2021-09-09,Mardan,48
2021-09-10,Mardan,46
2021-09-11,Mardan,64
2021-09-12,Mardan,72
2021-09-13,Mardan,63
2021-09-14,Mardan,66
2021-09-15,Mardan,61
2021-09-16,Mardan,60
2021-09-17,Mardan,45
2021-09-18,Mardan,40
2021-09-19,Mardan,60
2021-09-20,Mardan,55
2021-09-21,Mardan,63
2021-09-22,Mardan,80
2021-09-23,Mardan,60
2021-09-24,Mardan,61
2021-09-25,Mardan,65
2021-09-26,Mardan,56
2021-09-27,Mardan,51
2021-09-28,Mardan,52
2021-09-29,Mardan,82
2021-09-30,Mardan,58
2021-10-01,Mardan,48
2021-10-02,Mardan,47
2021-10-03,Mardan,68
2021-10-04,Mardan,67
2021-10-05,Mardan,56
2021-10-06,Mardan,54
2021-10-07,Mardan,68
2021-10-08,Mardan,53
2021-10-09,Mardan,61
2021-10-10,Mardan,58
2021-10-11,Mardan,52
2021-10-12,Mardan,77
2021-10-13,Mardan,52
2021-10-14,Mardan,69
2021-10-15,Mardan,57
2021-10-16,Mardan,66
2021-10-17,Mardan,52
2021-10-18,Mardan,46
2021-10-19,Mardan,69
2021-10-20,Mardan,46
2021-10-21,Mardan,51
2021-10-22,Mardan,57
2021-10-23,Mardan,65
2021-10-24,Mardan,56
2021-10-25,Mardan,43
2021-10-26,Mardan,58
2021-10-27,Mardan,55
2021-10-28,Mardan,69
2021-10-29,Mardan,60
2021-10-30,Mardan,53
2021-10-31,Mardan,58
2021-11-01,Mardan,39
2021-11-02,Mardan,29
2021-11-03,Mardan,38
2021-11-04,Mardan,43
2021-11-05,Mardan,31
2021-11-06,Mardan,51
2021-11-07,Mardan,46
2021-11-08,Mardan,27
2021-11-09,Mardan,40
2021-11-10,Mardan,37
2021-11-11,Mardan,42
2021-11-12,Mardan,44
2021-11-13,Mardan,32
2021-11-14,Mardan,32
2021-11-15,Mardan,29
2021-11-16,Mardan,35
2021-11-17,Mardan,47
2021-11-18,Mardan,50
2021-11-19,Mardan,45
2021-11-20,Mardan,37
2021-11-21,Mardan,48
2021-11-22,Mardan,45
2021-11-23,Mardan,35
2021-11-24,Mardan,45
2021-11-25,Mardan,29
2021-11-26,Mardan,44
2021-11-27,Mardan,49
2021-11-28,Mardan,25
2021-11-29,Mardan,33
2021-11-30,Mardan,36
2021-12-01,Mardan,23
2021-12-02,Mardan,19
2021-12-03,Mardan,23
2021-12-04,Mardan,22
2021-12-05,Mardan,20
2021-12-06,Mardan,18
2021-12-07,Mardan,28
2021-12-08,Mardan,26
2021-12-09,Mardan,19
2021-12-10,Mardan,20
2021-12-11,Mardan,21
2021-12-12,Mardan,16
2021-12-13,Mardan,23
2021-12-14,Mardan,13
2021-12-15,Mardan,24
2021-12-16,Mardan,18
2021-12-17,Mardan,15
2021-12-18,Mardan,9
2021-12-19,Mardan,19
2021-12-20,Mardan,14
2021-12-21,Mardan,18
2021-12-22,Mardan,20
2021-12-23,Mardan,17
2021-12-24,Mardan,17
2021-12-25,Mardan,15
2021-12-26,Mardan,23
